GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp		steer_angle		str_moving_avg_result		stanley_steering_angle		path_angle		dr_yaw_angle		psi		atan_tmp		s		triangle_area		distance_a		distance_b		distance_c		x_error
89.19309000		89.14954921		-1.60225663		-2		-0.01437545		-0.02040646		89.35312942		89.14954921		0.20357959		-0.18317313		1.58570401		0.09555438		0.39690366		1.57310026		1.20140410		0.12148543
89.19053000		89.17944365		-1.62199173		0		-0.00129571		0.01547712		89.35312942		89.17944365		0.17367233		-0.18914944		1.58389265		0.09867202		1.01891469		1.57310026		0.57577034		0.12544912
89.19053000		89.11296558		-1.68846979		0		-0.00164980		-0.05227323		89.35312942		89.11296558		0.24016384		-0.18789060		1.58777063		0.09801532		1.25533811		1.57310026		0.34710290		0.12461421
89.19053000		88.93538590		-1.86604948		0		-0.02984389		-0.23055080		89.35312942		88.93538590		0.41608184		-0.18553104		1.61765769		0.09678442		1.53018037		1.57310026		0.13203476		0.12304927
89.38607000		89.20253245		-2.07811070		-2		-0.12802999		-0.29769267		89.67880128		89.20253245		0.47615511		-0.17846244		1.59410584		0.09867737		0.65593637		1.58402489		0.94825042		0.12459069
89.38607000		89.20114710		-2.07949604		-2		-0.13168365		-0.29922055		89.67880128		89.20114710		0.47765418		-0.17843362		1.59409120		0.09866144		0.65830531		1.58402489		0.94585219		0.12457057
89.38607000		89.05455774		-2.22608541		-3		-0.20971054		-0.44928887		89.67880128		89.05455774		0.62413631		-0.17484745		1.59356427		0.09667852		0.91305009		1.58402489		0.69005355		0.12206692
89.38607000		89.04891100		-2.23173214		-3		-0.21534798		-0.45521806		89.67880128		89.04891100		0.62989027		-0.17467221		1.59358521		0.09658163		0.92411329		1.58402489		0.67903224		0.12194459
88.30236000		88.20042860		-2.95891181		-9		-0.59327180		-1.00430366		89.36642024		88.20042860		1.16582495		-0.16152130		1.61512584		0.09055458		1.09929523		1.60609820		0.52485825		0.11276344
88.30236000		88.05420395		-3.10513646		-14		-0.89735904		-1.48390939		89.68320119		88.05420395		1.62899724		-0.14508785		1.65125919		0.08133763		0.10242074		1.60602455		1.59407309		0.10129064
87.51375000		87.33408546		-3.32670300		-24		-1.44634788		-2.23312639		89.68320119		87.33408546		2.34889810		-0.11577170		1.61025193		0.06490267		0.64594718		1.60602455		0.96853213		0.08082400
87.51375000		87.01925360		-3.64153486		-33		-2.01905664		-2.58229352		89.68320119		87.01925360		2.66358306		-0.08128954		1.60864307		0.04785020		1.12385027		1.60602455		0.48741133		0.05958838
87.99249000		87.68468044		-3.96799203		-34		-2.07460217		-2.26928550		90.00000154		87.68468044		2.31234046		-0.04305496		1.62864354		0.02569061		0.63332602		1.62800000		0.99596106		0.03156094
86.70605000		86.56183690		-4.13438974		-36		-1.14429846		-3.40871015		90.00000154		86.56183690		3.43812873		-0.02941858		1.62828967		0.01755387		0.91067512		1.62800000		0.71790421		0.02156495
86.70605000		86.55080655		-4.14542008		-37		-2.26725900		-3.42133323		90.00000154		86.55080655		3.44918216		-0.02784893		1.62826120		0.01661727		0.92976486		1.62800000		0.69875755		0.02041433
85.62492000		87.24326832		-4.19235374		-36		-2.18262567		-2.81628224		90.00000154		87.24326832		2.75670177		0.05958047		1.62494588		0.03699254		0.07638741		1.61700000		1.55650435		0.04575453
87.64977000		87.66687864		-4.28328092		-46		-2.79749059		-2.45618710		90.00000154		87.66687864		2.33312336		0.12306374		1.64418915		0.07640836		1.55892832		1.61700000		0.11244997		0.09450631
87.64977000		87.65421130		-4.29594826		-41		-2.46358763		-1.84882824		89.36642024		87.65421130		1.71219456		0.13663368		1.61805710		0.08426180		0.28778533		1.60609820		1.34223068		0.10492733
85.90509000		85.87868302		-4.33338327		-45		-2.74381456		-3.67963533		89.36642024		85.87868302		3.48773979		0.19189554		1.62230674		0.11834193		1.15435308		1.60609820		0.48416221		0.14736575
85.90509000		85.91545216		-4.29661413		-53		-3.18982644		-3.66389296		89.36642024		85.91545216		3.45103299		0.21285998		1.64039520		0.13127080		1.41923847		1.60609820		0.25545374		0.16346548
89.20636000		89.15444430		-2.97227446		-50		-3.01547581		-0.78701671		89.68101641		89.15444430		0.52623322		0.26078349		1.71129766		0.16697663		0.20958101		1.59502472		1.61798960		0.20937184
87.86068000		87.85318942		-2.99094016		-27		-1.65358187		-2.11028200		89.68101641		87.85318942		1.82711291		0.28316909		1.62788315		0.18131010		0.97683653		1.59502472		0.68390504		0.22734456
87.74537000		87.70147871		-3.31142143		-33		-1.99569296		-1.98640700		89.35762123		87.70147871		1.65611184		0.33029516		1.63804990		0.21916848		0.55652023		1.58409956		1.13548000		0.27671049
87.50264000		87.46472873		-3.55864072		-35		-2.11141758		-2.60040207		89.67880128		87.46472873		2.21405559		0.38634647		1.72154853		0.25635048		0.33816963		1.58402489		1.52090254		0.32366976
87.69755000		87.90212928		-3.33357438		-41		-2.37133934		-2.18564384		89.67880128		87.90212928		1.77667200		0.40897184		1.74354501		0.28267028		0.36843776		1.58402489		1.53462736		0.35690132
87.45536000		87.39933853		-3.29572290		-41		-1.25414593		-2.40524925		89.35312942		87.39933853		1.95379248		0.45145676		1.76966360		0.30988384		0.39779271		1.57310026		1.56843423		0.39397849
88.46376000		88.50530713		-3.22863570		-34		-2.04756297		-1.30192424		89.35312942		88.50530713		0.84784014		0.45408410		1.68072592		0.31168733		1.17982886		1.57310026		0.60852272		0.39627142
87.86402000		87.92693649		-3.11266063		-36		-2.21604380		-1.60068450		89.02291342		87.92693649		1.10041869		0.50026581		1.72247670		0.34101494		0.50681349		1.56222716		1.37591275		0.43657536
87.35246000		87.32527015		-3.08063408		-40		-2.42775889		-2.90814583		89.66483636		87.32527015		2.34014129		0.56800454		1.68722590		0.37623796		0.64493035		1.51802597		1.21149548		0.49569370
88.42187000		88.44353116		-3.04394878		-39		-2.36440274		-1.07580250		88.97981553		88.44353116		0.53635996		0.53944255		1.64508032		0.35218904		0.66649313		1.49623718		1.12743033		0.47076633
88.42187000		88.44829056		-3.03918938		-29		-1.74144111		-1.07681811		88.97981553		88.44829056		0.53152889		0.54528922		1.64757621		0.35600642		1.12613468		1.49623718		0.67278056		0.47586897
88.42187000		88.44835596		-3.03912398		-28		-1.72295129		-1.07681179		88.97981553		88.44835596		0.53146388		0.54534791		1.64816275		0.35604475		1.13116339		1.49623718		0.66892494		0.47592020
87.28041000		87.32087216		-2.99805949		-30		-1.80753171		-2.89300198		89.64692721		87.32087216		2.32724089		0.56576110		1.60953540		0.35574335		0.65982377		1.44102736		1.11821967		0.49373573
87.87974000		88.10695541		-2.45540033		-36		-2.18929196		-1.39663959		88.91606867		88.10695541		0.80918726		0.58745233		1.57863058		0.36098204		0.76813914		1.40825200		0.98087001		0.51266682
87.87974000		88.14663463		-2.41572112		-29		-1.77856883		-1.36173944		88.91606867		88.14663463		0.76967755		0.59206189		1.58282376		0.36381476		1.00820822		1.40825200		0.74918730		0.51668985
89.12255000		89.16726354		-2.07874721		-25		-1.52291388		-1.02677252		89.60468027		89.16726354		0.43741674		0.58935578		1.47875353		0.33097799		0.66874600		1.28703063		1.00173042		0.51432808
88.63350000		88.68368404		-1.63202065		-17		-1.02784551		-1.08870136		89.16666715		88.68368404		0.48448009		0.60422127		1.42067976		0.32195197		0.72545947		1.22112916		0.89477089		0.52730207
90.51206000		90.51699772		-1.13988691		-9		-0.57083234		-0.04267112		90.00000154		90.51699772		-0.51649389		0.55916502		1.36809578		0.28180788		1.03778267		1.15500000		0.54340890		0.48797901
90.51206000		90.55123293		-1.10565170		-7		-0.45808264		0.92104497		89.07501547		90.55123293		-1.47621746		0.55517249		1.36995892		0.26650673		0.48757982		1.10014336		1.15219466		0.48449455
90.51206000		90.55123293		-1.10565170		-7		-0.43823823		0.92104497		89.07501547		90.55123293		-1.47621746		0.55517249		1.36995892		0.26650673		0.48757982		1.10014336		1.15219466		0.48449455
90.40369000		90.38297728		-1.13997750		3		0.20661907		0.32792466		89.49726094		90.38297728		-0.88571634		0.55779168		1.18258803		0.22661475		0.63868554		1.01203896		0.71445156		0.44783800
90.40369000		90.31198621		-1.21096857		2		0.16260724		0.27101221		89.49726094		90.31198621		-0.82399615		0.55298394		1.19373516		0.22466138		0.84052981		1.01203896		0.53490156		0.44397774
90.12053000		90.18561717		-1.33733761		2		0.17841422		0.18521078		89.44275017		90.18561717		-0.74369555		0.55848477		1.08499841		0.19580170		0.57441172		0.91304318		0.68254191		0.42889909
89.86022000		89.65826847		-1.39620663		-5		-0.33815013		-0.29281470		89.34857442		89.65826847		-0.30947419		0.60228889		1.01475210		0.16421291		0.42724599		0.78105048		0.82120773		0.42049245
89.86022000		89.65850929		-1.39596582		-5		-0.33815013		-0.29281470		89.34857442		89.65850929		-0.30947419		0.60228889		1.01475210		0.16421291		0.42724599		0.78105048		0.82120773		0.42049245
89.86022000		89.65884756		-1.39562755		-5		-0.33808225		-0.29196645		89.34857442		89.65884756		-0.31022017		0.60218662		1.01030937		0.16418503		0.42971107		0.78105048		0.80985719		0.42042104
89.86022000		89.65954534		-1.39492976		-5		-0.33797893		-0.29117651		89.34857442		89.65954534		-0.31091864		0.60209514		1.00653304		0.16416009		0.43223959		0.78105048		0.79977600		0.42035717
89.86022000		89.65986467		-1.39461044		-5		-0.33419716		-0.29076970		89.34857442		89.65986467		-0.31128523		0.60205493		1.00493147		0.16414912		0.43344561		0.78105048		0.79536685		0.42032910
89.56510000		89.60239454		-1.26563806		-9		-0.58024987		-1.03871034		90.00000154		89.60239454		0.39747377		0.64123657		0.90242098		0.14182701		0.65797304		0.70400000		0.44286892		0.40291763
89.75451000		89.75376021		-1.27473310		-11		-0.69717289		-0.10330588		89.22915935		89.75376021		-0.52461598		0.62792185		0.84667432		0.13021352		0.55673483		0.66005974		0.47655408		0.39455073
89.61470000		89.69880095		-1.06664779		-1		-0.09378568		-0.11554121		89.17410657		89.69880095		-0.52466422		0.64020543		0.79983293		0.11702793		0.45048593		0.61606400		0.53311593		0.37992135
89.61470000		89.72591246		-1.03953627		-1		-0.11583232		-0.08498821		89.17410657		89.72591246		-0.55172547		0.63671368		0.81035716		0.11638960		0.59637253		0.61606400		0.40827779		0.37784905
89.80065000		89.79166712		-1.04838745		-8		-0.04592976		-0.87841024		90.00000154		89.79166712		0.20833735		0.67007289		0.80762064		0.10703732		0.37468996		0.57200000		0.66855132		0.37425636
90.12446000		90.13435513		-1.01644430		-12		-0.75208736		0.34265361		89.07501547		90.13435513		-1.05898077		0.71632717		0.79578723		0.10316252		0.37508834		0.55007168		0.66641444		0.37508756
90.12446000		90.17151627		-0.97928316		-4		-0.32980235		0.38818284		89.07501547		90.17151627		-1.09649112		0.70830828		0.73869326		0.10200756		0.43261106		0.55007168		0.49470378		0.37088823
90.12446000		90.17398105		-0.97681838		-4		-0.25872165		0.39104283		89.07501547		90.17398105		-1.09896365		0.70792082		0.73782836		0.10195175		0.43801194		0.55007168		0.48757311		0.37068533
89.75821000		89.79650079		-0.89776338		3		0.20675761		0.04456298		88.99459783		89.79650079		-0.80080796		0.75624498		0.70208167		0.09352129		0.42734262		0.50607791		0.47074280		0.36959247
90.18671000		90.18061029		-0.82609539		-2		-0.16741915		-0.54558591		90.00000154		90.18061029		-0.18090874		0.72649466		0.67243597		0.08396963		0.49386651		0.47300000		0.37800544		0.35505129
90.18671000		90.14286564		-0.86384004		-2		-0.13294407		0.52007135		88.84382545		90.14286564		-1.29904019		0.77896884		0.66024993		0.07778729		0.35778417		0.44008960		0.52262608		0.35350662
90.18671000		90.14286564		-0.86384004		-2		-0.12877989		0.52007135		88.84382545		90.14286564		-1.29904019		0.77896884		0.66024993		0.07778729		0.35778417		0.44008960		0.52262608		0.35350662
90.18671000		90.12812208		-0.87858359		0		-0.04454092		0.51202265		88.84382545		90.12812208		-1.28414085		0.77211820		0.63442329		0.07710311		0.40020479		0.44008960		0.42855218		0.35039733
90.82007000		90.85977563		-0.83658799		3		0.20647017		0.04249159		90.00000154		90.85977563		-0.85976882		0.81727724		0.61344060		0.00000000		0.43567928		0.41800000		0.37320192		0.34236350
91.51108000		91.53334265		-0.86861299		11		0.66386290		0.66417423		90.00000154		91.53334265		-1.53298857		0.86881434		0.54189582		0.05504834		0.34801096		0.33000000		0.40578067		0.33362632
91.51108000		91.54609261		-0.85586304		12		0.74711686		0.68433988		90.00000154		91.54609261		-1.54607126		0.86173138		0.53620241		0.05459950		0.38741456		0.33000000		0.35499026		0.33090604
89.28751000		91.54404578		-0.85790987		17		1.07923600		2.39831784		88.22159897		91.54404578		-3.32245784		0.92414000		0.49605245		0.04615599		0.34987755		0.28613782		0.35608953		0.32261369
89.28751000		91.51890870		-0.88304694		27		0.15293233		2.38874848		88.22159897		91.51890870		-3.29731236		0.90856388		0.49989339		0.04537791		0.39143893		0.28613782		0.32221003		0.31717521
91.68130000		91.67319576		-0.92128167		30		1.80315822		0.75913788		90.00000154		91.67319576		-1.67323017		0.91409229		0.49075400		0.04387700		0.38015846		0.27500000		0.32634953		0.31910547
91.68130000		91.67266369		-0.92181374		30		1.80335870		0.75902394		90.00000154		91.67266369		-1.67308530		0.91406136		0.49080624		0.04387552		0.38035097		0.27500000		0.32626151		0.31909467
91.68130000		91.53100253		-1.06347490		13		0.79544718		0.63475809		90.00000154		91.53100253		-1.53104702		0.89628893		0.46483512		0.03958051		0.34794816		0.25300000		0.32872207		0.31288938
90.07702000		89.99522200		-1.16444464		4		0.36505971		-0.92032292		90.00000154		89.99522200		0.00472894		0.91559398		0.47237504		0.03691724		0.31963007		0.23100000		0.39412001		0.31962979
90.07702000		89.93770512		-1.22196152		-2		-0.12263135		-0.97805376		90.00000154		89.93770512		0.06229642		0.91575734		0.45641148		0.03692383		0.33151644		0.23100000		0.35030652		0.31968683
90.07702000		89.93414361		-1.22552303		-2		-0.12835633		-0.98023270		90.00000154		89.93414361		0.06445727		0.91577543		0.45605373		0.03692456		0.33305279		0.23100000		0.34805467		0.31969315
90.07702000		89.93344625		-1.22622039		-2		-0.14670997		-0.98230913		90.00000154		89.93344625		0.06651616		0.91579297		0.45578864		0.03692527		0.33460057		0.23100000		0.34597672		0.31969927
90.04297000		90.04524319		-1.23622778		-21		-1.30509526		-4.79838461		93.84864615		90.04524319		3.80340352		0.99498109		0.38900398		0.02067916		0.31318926		0.13229835		0.33252035		0.31261395
90.04297000		90.04525945		-1.23621152		-22		-0.11108587		-4.79861711		93.84864615		90.04525945		3.80338718		0.99522993		0.38891701		0.02068433		0.31334076		0.13229835		0.33219491		0.31269215
88.99879000		89.00120619		-1.23354560		-500		-37.42415543		-160.78670066		-109.24263392		89.00120619		161.75616412		-0.96946345		162.18299952		24.66795366		0.32078332		161.97215613		162.07305960		0.30459499
90.72119000		90.85736780		-1.05552314		-500		-40.21465837		-159.33786078		-109.24263392		90.85736780		159.90001624		-0.56215546		162.44844216		14.30311406		0.49261209		161.97215613		162.43211611		0.17661201
90.72119000		90.85936919		-1.05352175		-500		-160.00445545		-159.33710962		-109.24263392		90.85936919		159.89809467		-0.56098504		162.44934772		14.27333285		0.49341877		161.97215613		162.43312053		0.17624428
88.98242000		91.03896848		-0.87392246		-500		-159.39965057		-159.37784792		-109.24263392		91.03896848		159.72253443		-0.34468651		162.63614665		8.76980134		0.66838768		161.97215613		162.63174949		0.10828776
88.98242000		91.54277846		-0.37011248		-500		-159.25559940		-159.08024990		-109.24263392		91.54277846		159.21477555		-0.13452565		162.80872719		3.42267862		0.83710208		161.97215613		162.80819616		0.04226256
96.16264000		96.28169462		3.53895437		-500		-157.38086694		-155.60026668		-109.24263392		96.28169462		154.48295488		1.11731180		163.82569667		28.43083879		1.86997665		161.97215613		163.80926056		0.35105835
97.56697000		99.49692582		7.13022093		-500		-153.92172791		-153.06196047		-109.24263392		99.49692582		151.26044026		1.80152020		164.30318128		45.85033590		2.36492070		161.97215613		164.26928573		0.56615084
99.17695000		99.94333493		8.11141075		-500		-153.27033964		-152.89290153		-109.24263392		99.94333493		150.81477737		2.07812415		164.49990721		52.89592583		2.56930534		161.97215613		164.45835295		0.65314838
104.81770000		106.00980285		11.02875638		-500		-150.25174675		-147.40640892		-109.24263392		106.00980285		144.80072352		2.60568540		164.79454948		66.34096197		2.88083460		161.97215613		164.73610823		0.81916502
106.76207000		106.85849340		12.88018594		-500		-147.60120632		-145.85949240		-109.24263392		106.85849340		143.01119178		2.84830062		164.90841771		72.52771939		3.00335966		161.97215613		164.84131964		0.89555787
106.76207000		108.02152480		14.04321734		-500		-146.76822867		-146.17768208		-109.24263392		108.02152480		142.73585751		3.44182457		165.04218834		77.93261907		3.14407092		161.97215613		164.96814963		0.96229650
110.71560000		111.33642648		16.24341182		-500		-145.43765438		-143.31779185		-109.24263392		111.33642648		139.42120336		3.89658849		165.25834430		88.25971751		3.37479487		161.97215613		165.16973761		1.08981345
113.62450000		114.10634051		18.79179770		-500		-142.34002102		-141.05402280		-109.24263392		114.10634051		136.65880170		4.39522110		165.46558802		99.59590702		3.59944681		161.97215613		165.35957309		1.22979047
113.62450000		115.04608485		19.73154204		-500		-141.36696445		-140.23774525		-109.24263392		115.04608485		135.71128122		4.52646403		165.50932764		102.58210780		3.64822242		161.97215613		165.39827672		1.26666348
121.93829000		124.22623888		25.78060202		-500		-133.81859818		-132.26484900		-109.24263392		124.22623888		126.53197485		5.73287415		165.93555717		130.08667948		4.12241835		161.97215613		165.77653986		1.60628447
121.93829000		124.25733150		25.81169464		-500		-133.75854781		-132.23963392		-109.24263392		124.25733150		126.50081801		5.73881591		165.93708413		130.22241159		4.12421475		161.97215613		165.77779738		1.60796046
122.21064000		122.83229906		26.47256252		-500		-133.32868991		-133.85767105		-109.24263392		122.83229906		127.92726219		5.93040887		166.03122364		134.60064699		4.22521111		161.97215613		165.86508005		1.66202204
122.21064000		123.72579011		27.36605357		-500		-68.10068688		-133.96427741		-109.24263392		123.72579011		127.03168636		6.93259106		166.06903317		137.85991189		4.26952332		161.97215613		165.89638690		1.70226680
126.84322000		126.87623746		28.24341357		-500		-133.77276331		-131.06216688		-109.24263392		126.87623746		123.88148025		7.18068663		166.16201418		142.84462220		4.37100973		161.97215613		165.98086250		1.76381701
126.84322000		128.53341428		29.90059039		-500		-130.34804186		-129.66809446		-109.24263392		128.53341428		122.22443082		7.44366364		166.21630896		148.13427411		4.43642745		161.97215613		166.02403435		1.82913258
128.62612000		129.24373229		30.76275706		-500		-129.82514048		-129.30264930		-109.24263392		129.24373229		121.51428488		7.78836442		166.32240241		0.00000000		4.55574165		161.97215613		166.11693479		1.91486504
128.62612000		130.59827826		32.11730302		-500		-128.98359593		-128.18413622		-109.24263392		130.59827826		120.15944572		8.02469050		166.36870545		159.84418329		4.61249729		161.97215613		166.15275748		1.97372421
130.01907000		130.63773479		32.82011555		-500		-128.64355031		-128.41981824		-109.24263392		130.63773479		120.11965268		8.30016556		166.46366590		165.40761824		4.71774794		161.97215613		166.23742772		2.04242040
130.01907000		131.40102230		33.58340306		-500		-6.25314634		-127.79526890		-109.24263392		131.40102230		119.35648009		8.43878881		166.49019016		168.21016036		4.75060204		161.97215613		166.25762216		2.07702564
131.12637000		133.22712943		35.40951018		-500		-127.21594133		-126.41284067		-109.24263392		133.22712943		117.53085268		8.88198799		166.60896436		177.18398071		4.88809252		161.97215613		166.35768007		2.18783259
133.74087000		134.20101162		36.47434452		-500		-126.32440934		-125.76422452		-109.24263392		134.20101162		116.58125741		9.18296710		166.68880114		183.29046811		4.98089129		161.97215613		166.42455486		2.26323428
137.60092000		138.21223434		38.29322724		-500		-124.56986265		-122.14511258		-109.24263392		138.21223434		112.54565057		9.59946201		166.75847274		191.75782317		5.07124856		161.97215613		166.47354079		2.36778750
138.22284000		138.98251341		39.79254013		-500		-122.17699556		-123.47934688		-109.24263392		138.98251341		111.78414657		11.69520032		166.88837594		201.17202188		5.22132969		161.97215613		166.58326605		2.48403215
138.22284000		139.95422384		40.76425056		-500		-122.89976564		-122.64490864		-109.24263392		139.95422384		110.80367504		11.84123359		166.90791371		203.75649983		5.24749469		161.97215613		166.59617661		2.51594477
142.79843000		143.46423165		42.74572041		-500		-120.40468908		-119.73853091		-109.24263392		143.46423165		107.29731130		12.44121961		167.02565620		214.40439260		5.39044267		161.97215613		166.68871361		2.64742284
142.79843000		143.47479667		42.75628543		-500		-120.40468908		-119.73853091		-109.24263392		143.47479667		107.29731130		12.44121961		167.02565620		214.40439260		5.39044267		161.97215613		166.68871361		2.64742284
142.79843000		143.83765050		43.11913926		-500		-120.09327312		-119.42285563		-109.24263392		143.83765050		106.92018275		12.50267288		167.03297075		215.49773651		5.40070175		161.97215613		166.69308362		2.66092323
143.88309000		144.42132755		43.99768369		-500		-119.42161083		-119.13563741		-109.24263392		144.42132755		106.34515410		12.79048331		167.08293024		220.62527744		5.46346814		161.97215613		166.73023621		2.72423709
147.96541000		149.04348667		45.87558039		-500		-116.22177920		-115.00959880		-109.24263392		149.04348667		101.71389980		13.29569901		167.15131799		229.65454002		5.55617152		161.97215613		166.77430834		2.83572863
149.18734000		149.55414221		46.34214673		-500		-115.21653708		-114.73865516		-109.24263392		149.55414221		101.20350618		13.53514898		167.19846739		233.94708315		5.61393281		161.97215613		166.81084584		2.88873210
149.18734000		150.35213693		47.14014145		-500		-114.66247731		-114.09395063		-109.24263392		150.35213693		100.40710593		13.68684470		167.21340252		236.67094613		5.63680038		161.97215613		166.81784854		2.92236582
152.29402000		152.37325151		48.49040858		-500		-115.99309519		-112.52841722		-109.24263392		152.37325151		98.39267985		14.13573737		167.29301557		244.75206856		5.73741326		161.97215613		166.87646174		3.02214991
152.29402000		152.74590802		48.86306509		-500		-114.99217322		-112.23598562		-109.24263392		152.74590802		98.02653160		14.20945402		167.29968819		246.08216449		5.74809192		161.97215613		166.87912833		3.03857367
158.73097000		159.25217646		53.18802343		-500		-109.26353560		-106.96103009		-109.24263392		159.25217646		91.50518962		15.45584047		167.47132802		268.70666715		5.98466433		161.97215613		166.98583559		3.31793653
147.69811000		148.20308163		54.12612844		-500		-114.83511278		-118.24734225		-109.24263392		148.20308163		102.55442621		15.69291604		167.50701157		273.04026891		6.03283447		161.97215613		167.00903254		3.37144699
147.69811000		148.43308703		54.35613384		-500		-116.99966625		-118.07817250		-109.24263392		148.43308703		102.32713428		15.75103822		167.51346955		274.10424070		6.04258704		161.97215613		167.01219594		3.38458470
147.69811000		148.43313368		54.35618049		-500		-117.34907687		-118.07601716		-109.24263392		148.43313368		102.32423240		15.75178476		167.51355225		274.11791076		6.04271214		161.97215613		167.01223624		3.38475349
157.46098000		157.64030400		54.66779476		-500		-96.33069194		-108.97648022		-109.24263392		157.64030400		93.11712558		15.85935464		167.53759239		276.08868445		6.07173287		161.97215613		167.03129577		3.40908822
157.46098000		158.05187575		55.07936652		-500		-113.02059590		-108.67775334		-109.24263392		158.05187575		92.70560331		15.97215003		167.54622867		278.15745350		6.08718404		161.97215613		167.03311716		3.43463297
157.46098000		158.05632544		55.08381621		-500		-112.92451164		-108.67454193		-109.24263392		158.05632544		92.70113189		15.97341004		167.54632446		278.18057625		6.08735628		161.97215613		167.03313651		3.43491848
156.77803000		156.89458936		55.38663441		-500		-110.34588840		-109.96930809		-109.24263392		156.89458936		93.86383014		16.10547795		167.55636935		280.60581742		6.10544378		161.97215613		167.03513879		3.46486488
162.68925000		162.74074062		56.33989943		-500		-97.26451652		-107.46060433		-109.24263392		162.74074062		88.01662079		19.44398354		167.59436298		285.89597963		6.15955119		161.97215613		167.05701864		3.53018675
157.38931000		157.39175296		56.32901741		-500		-109.56324273		-112.87077223		-109.24263392		157.39175296		93.36562913		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.40411623		56.34138068		-500		-111.17055126		-112.85841430		-109.24263392		157.40411623		93.35327120		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.39894374		56.34059069		-500		-112.88224146		-112.86417339		-109.24263392		157.39894374		93.35903029		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.49385381		56.44335615		-500		-66.80055595		-112.76865951		-109.24263392		157.49385381		93.26351640		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.51940979		56.46891214		-500		-71.43436310		-112.74310632		-109.24263392		157.51940979		93.23796322		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.56645041		56.51595275		-500		-112.74425001		-112.69608116		-109.24263392		157.56645041		93.19093806		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.56740596		56.51690831		-500		-112.74368650		-112.69513725		-109.24263392		157.56740596		93.18999415		19.50514310		167.60471746		286.86855346		6.17254875		161.97215613		167.06473004		3.54219590
157.38931000		157.54272129		56.68493554		-500		-112.80226478		-112.76438433		-109.24263392		157.54272129		93.21657160		19.54781274		167.60455368		287.54753159		6.17496914		161.97215613		167.06198210		3.55057978
157.38931000		157.51505981		56.89613627		-500		-112.81315156		-112.83284279		-109.24263392		157.51505981		93.24238297		19.59045981		167.60439603		288.22650972		6.17740134		161.97215613		167.05923458		3.55896367
157.38931000		157.46440873		57.09837861		-500		-112.85746661		-112.94446584		-109.24263392		157.46440873		93.29295735		19.65150849		167.61476166		289.19908354		6.19041918		161.97215613		167.06694802		3.57097282
157.38931000		157.46440873		57.09837861		-500		-112.85752895		-112.94446584		-109.24263392		157.46440873		93.29295735		19.65150849		167.61476166		289.19908354		6.19041918		161.97215613		167.06694802		3.57097282
157.38931000		157.67877955		57.31274943		-500		-112.87088671		-112.73726585		-109.24263392		157.67877955		93.08575737		19.65150849		167.61476166		289.19908354		6.19041918		161.97215613		167.06694802		3.57097282
167.53946000		167.52381457		57.45479864		-500		-109.84601355		-103.09212089		-109.24263392		167.52381457		83.23362290		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
167.53946000		167.55218132		57.48316539		-500		-106.98280150		-103.06369915		-109.24263392		167.55218132		83.20520116		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.50493274		57.45610492		-500		-108.79705727		-109.11185648		-109.24263392		161.50493274		89.25335849		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.56328760		57.47998082		-500		-109.06447121		-109.05257876		-109.24263392		161.56328760		89.19408077		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.54494529		57.47727447		-500		-109.06317908		-109.07089964		-109.24263392		161.54494529		89.21240165		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.53877715		57.47110632		-500		-109.06777586		-109.07708474		-109.24263392		161.53877715		89.21858675		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.54274799		57.47507717		-500		-109.07341734		-109.07311902		-109.24263392		161.54274799		89.21462103		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.54908651		57.47186577		-500		-109.07033916		-109.06709910		-109.24263392		161.54908651		89.20860111		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.55593273		57.48016172		-500		-109.06467921		-109.05993325		-109.24263392		161.55593273		89.20143526		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
161.54795000		161.55074589		57.47526411		-500		-109.06671819		-109.06519333		-109.24263392		161.55074589		89.20669534		19.85849799		167.63522899		292.50218746		6.22141460		161.97215613		167.07688725		3.61175889
